"Id";"Data transakcji / wyceny";"Województwo";"Powiat";"Gmina";"Miejscowość";"Dzielnica";"Obręb geodezyjny";"Arkusz mapy";"Ulica";"Nr domu";"Nr lokalu";"Powierzchnia użytkowa (m2)";"Cena";"Cena m2 p.u.";"Cena z uwzględnieniem miejsca postojowego";"Cena m2 p.u. z uwzględnieniem miejsca postojowego";"Kondygnacja lokalu";"Liczba kondygnacji";"Liczba izb";"Rok budowy";"Rodzaj budynku";"Stan prawny lokalu";"Stan prawny gruntu";"Źródło informacji";"Opis";"Konstrukcja budynku";"Cena brutto";"Cena brutto m2 p.u.";"Cena brutto z uwzględnieniem miejsca postojowego";"Cena brutto m2 p.u. z uwzględnieniem miejsca postojowego";"Nr KW";"Sąd wieczystoksięgowy";"Nr aktu notarialnego";"Źródło danych do wpisu";"Sprzedający";"Kupujący";"Pomieszczenia przynależne - ilość";"Pomieszczenie przynależne - opis";"Cena p. przynależnego zawarta w cenie transakcyjnej";"Pomieszczenia przynależne - Cena za sztukę";"Liczba miejsc postojowych";"Rodzaj miejsca postojowego";"Cena m. postojowego zawarta w cenie transakcyjnej";"M. postojowe - Cena za sztukę";"Pomieszczenia inne przynależne";"Pozostałe obiekty";"Funkcjonalność lokalu";"Standard lokalu";"Powierzchnia użytkowa budynku";"Standard techniczny budynku";"Modernizowany w ostatnich 5 latach";"Ekspozycja lokalu";"Winda";"Kod pocztowy";"Osiedle";"Strefa miasta";"Otoczenie";"Dostępność komunikacyjna";"Źródło ceny";"Cena (waluta)";"Waluta";"Kurs waluty z dn. transakcji";"Stan prawny budynku";"Dział III KW lokalu";"Dział III KW gruntu";"Wartość rynkowa";"Wartość odtworzeniowa";"Stawka VAT";"M. postojowe - Stawka VAT";"Data utworzenia";"Data modyfikacji";"Wpisana przez";"Modyfikowana przez";"Świadectwo charakterystyki energetycznej";"Nr św. ch. energetycznej";"Wskaźnik zapotrzebowania na energię pierwotną (EP)";"Wskaźnik zapotrzebowania na energię pierwotną (EK)";"Numer działki";"Pole powierzchni gruntu";"Udział"
"";"2017-01-23";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"KIeczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"1";"47.12";"245290.74";"5205.66";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto + 25000.00 brutto za miejsce postojowe;Lokal położony na Ip., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem, łazienki i garderoby, prawo do wyłącznegokorzystania z miejsca postojowego B2/91;Obręb: 0051 - KIeczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"264914.00";"5622.11";"";"";"WR1K/00355152/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"1461/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"47120/7777070
"
"";"2017-01-24";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"13";"34.81";"220433.33";"6332.47";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;Lokal położony na Ilp., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienki;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"238068.00";"6839.07";"";"";"WR1K/00355216/0";"Sąd Rejonowy dla Wrocławia - Krzyków";"1761/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"34810/7777070
"
"";"2017-01-23";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"14";"44.81";"242571.30";"5413.33";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto+1.23 brutto za miejsce postojowe;Lokal położony na lip., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym, łazienki,przedpokoju, prawo do wyłącznego korzystania z miejscapostojowego B2/62;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"261977.00";"5846.40";"";"";"WR1K/00355158/5";"Sąd Rejonowy dla Wrocławia - Krzyków";"1537/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"44810/7777070
"
"";"2017-01-24";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"17";"39.91";"225356.48";"5646.62";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;Lokal położony na IIIp., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienki;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"243385.00";"6098.35";"";"";"WR1K/00355196/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"1679/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"39910/7777070
"
"";"2017-02-03";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"KIeczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"19";"34.81";"220927.78";"6346.68";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;Lokal położony na IIIp., składa się z 2 pokoi, kuchni łazienki.;Obręb: 0051 - KIeczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"238602.00";"6854.41";"";"";"WR1K/00355644/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"3347/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"34810/7777070
"
"";"2017-02-08";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"KIeczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"20";"35.28";"225556.48";"6393.32";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto+ +1.23 brutto za miejsce postojowe;Lokal położony na IIIp., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienki,prawo do wyłącznego korzystania zmiejsca postojowego nr B1/06;Obręb: 0051 - KIeczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"243601.00";"6904.79";"";"";"WR1K/00355792/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"3994/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"35280/7777070
"
"";"2017-01-25";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"KIeczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"21";"44.78";"239190.74";"5341.46";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto+ komórka 6990.00 bruto+20000.00 brutto za miejsce postojowe;Lokal położony na IIIp., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienki, K nr 21 o pow. 4.66m2 prawo dowyłącznego korzystania z miejsca postojowego B1/23;Obręb: 0051 - KIeczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"258326.00";"5768.78";"";"";"WR1K/00355273/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"2034/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"49440/7777070
"
"";"2017-01-31";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"KIeczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"26";"34.8";"214237.96";"6156.26";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;Lokal położony na IVp., składa się z 2 pokoi, kuchni, łazienki.;Obręb: 0051 - KIeczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"231377.00";"6648.76";"";"";"WR1K/00355453/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"2810/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"34800/7777070
"
"";"2017-01-26";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"KIeczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"29";"47.29";"260795.37";"5514.81";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;Lokal położony na Vp., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem, łazienki.;Obręb: 0051 - KIeczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"281659.00";"5955.99";"";"";"WR1K/00355310/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"2315/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"47290/7777070
"
"";"2017-02-13";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"30";"39.95";"234905.56";"5879.99";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto+1.08 brutto za miejsce postojowe;Lokal położony na Vp., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienki, prawo do wyłącznego korzystaniaz miejsca postojowego nr B2/65.;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"253698.00";"6350.39";"";"";"WR1K/00355918/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"4434/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"3995/7777070
"
"";"2017-02-01";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"31";"39.88";"230772.22";"5786.67";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto+1.08 brutto za miejsce postojowe;Lokal położony na Vp., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienki,prawo do wyłącznego korzystania zmiejsca postojowego nr B2/69.;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"249234.00";"6249.60";"";"";"WR1K/00355546/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"3060/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"39880/7777070
"
"";"2017-01-26";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"34";"34.9";"219417.59";"6287.04";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;Lokal położony na Vp., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem, łazienki .;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"236971.00";"6790.00";"";"";"WR1K/00355317/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"2331/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"34900/7777070
"
"";"2017-02-13";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"38";"39.99";"235141.67";"5880.01";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto+1.08 brutto za miejsce postojowe;Lokal położony na Vip., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienki, prawo do wyłącznego korzystaniaz miejsca postojowego nr 82/50.;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"253953.00";"6350.41";"";"";"WR1K/00355935/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"4381/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"39990/7777070
"
"";"2017-02-13";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"39";"40.03";"235376.85";"5880.01";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto+1.08 brutto za miejsce postojowe;Lokal położony na IVp., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienki, prawo do wyłącznego korzystaniaz miejsca postojowego nr 82/63.;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 22/1,23;księga gruntowa: WR1K/00164258/0";"";"254207.00";"6350.41";"";"";"WR1K/00355919/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"4411/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"22/1,23";"4955";"40030/7777070
"
"";"2017-01-23";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"41";"35.15";"225725.00";"6421.76";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;Lokal położony na Vip., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienki.;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"243783.00";"6935.50";"";"";"WR1K/00355155/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"1488/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"35150/7777070
"
"";"2017-01-23";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"KIeczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"47";"34.98";"226697.22";"6480.77";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto+ komórka 7125.00 bruto+20000.00 brutto za miejsce postojowe;Lokal położony na Vllp., składa się z 2 pokoi w tym jednego pokoju połączonego zprzedpokojem, kuchni i łazienki, K nr 21 o pow. 4.75m2 prawo do wyłącznegokorzystania z miejsca postojowego B1/02.;Obręb: 0051 - KIeczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"244833.00";"6999.23";"";"";"WR1K/00355157/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"1505/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"39730/7777070
"
"";"2017-02-02";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"KIeczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"48";"35.0";"227905.56";"6511.59";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto+ komórka 6960.00 bruto+25000.00 brutto za miejsce postojowe;Lokal położony na Vllp., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienkiK nr 19 o pow. 4.64m2, prawo dowyłącznego korzystania z miejsca postojowego B2/58;Obręb: 0051 - KIeczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"246138.00";"7032.51";"";"";"WR1K/00355581/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"3177/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"39640/7777070
"
"";"2017-01-24";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"6";"34.89";"219677.78";"6296.30";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;Lokal położony na Ip., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienki;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"237252.00";"6800.00";"";"";"WR1K/00355215/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"1743/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"34890/7777070
"
"";"2017-02-15";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e ";"8";"47.12";"247424.07";"5250.94";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;Lokal położony na Ilp., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienki, garderoba.;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"267218.00";"5671.01";"";"";"WR1K/00355999/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"4602/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"47120/7777070
"
"";"2017-02-02";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10e24 ";"";"40.0";"198678.70";"4966.97";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto+1.08 brutto za miejsce postojowe;Lokal położony na IVp., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienki, prawo do wyłącznego korzystaniaz miejsca postojowego nr B1/74;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 23.22/1;księga gruntowa: WR1K/00164258/0";"";"214573.00";"5364.32";"";"";"WR1K/00355583/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"3110/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23.22/1";"4955";"40000/7777070
"
"";"2017-02-07";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10f ";"1";"71.56";"343288.89";"4797.22";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;Lokal położony na Ip., składa się z 3 pokoi w tym jeden połączony z przedpokojem,kuchni, łazienki.;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"370752.00";"5180.99";"";"";"WR1K/00355704/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"3721/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"71560/7777070
"
"";"2017-01-30";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10f ";"11";"39.97";"227562.96";"5693.34";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto+ komórka 5085.00 bruto+3000.00 brutto za miejsce postojowe;Lokal położony na Ilp., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienki, K nr 3 o pow. 3.39m2, prawo dowyłącznego korzystania z miejsca postojowego B1/07.;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 23,22/1;księga gruntowa: WR1K/00164258/0";"";"245768.00";"6148.81";"";"";"WR1K/00355417/";"Sąd Rejonowy dla Wrocławia - Krzyków";"2564/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,22/1";"4955";"43360/7777070
"
"";"2017-01-20";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kleczków (51)";"6";"ul. WŁADYSŁAWA REYMONTA ";"10f ";"16";"40.08";"197311.11";"4922.93";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto+1.08 brutto za miejsce postojowe;Lokal położony na IIIp., składa się z 2 pokoi w tym jednego pokoju z aneksemkuchennym połączonego z przedpokojem i łazienki, prawo do wyłącznego korzystaniaz miejsca postojowego 81/31;Obręb: 0051 - Kleczków, Ark.: 6, Nr dz.: 23.22/1;księga gruntowa: WR1K/00164258/0";"";"213096.00";"5316.77";"";"";"WR1K/00355149/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"1419/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-225";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23.22/1";"4955";"40080/7777070
"
